Content Tab,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab
Details,104947,Fortlands Point on Discovery Bay,Jamaica,Edward Puglia,BLUEWAY - Prendergast Real Estate,Unnamed Road Saint Ann  Discovery Bay Jamaica JMDWD14,4740,Lifetime: 30 // $138831,Levi Hoffman (4/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,22-Nov-15,Guest survey or other feedback received: Everything perfect as per report.,-,-,-,-,-,-,104947,Fortlands Point on Discovery Bay,Jamaica,Edward Puglia,BLUEWAY - Prendergast Real Estate,2003,-,40% non refundable if canceled within 95 days of arrival. 100% non refundable during holidays,15%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,104947,Fortlands Point on Discovery Bay,Jamaica,Edward Puglia,BLUEWAY - Prendergast Real Estate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,104948,A Summer Place on Discovery Bay,Jamaica,Edward Puglia,BLUEWAY - Prendergast Real Estate,Unnamed Road  Saint Ann  Discovery Bay Jamaica JMDWD14,4740,Lifetime: 11 // $30364,Sarah Rose Walder (2/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,25-Sep-15,Welcome Inspection: inspection conducted the day of an arrival couple of hours prior to guest check-in: Everything good as per report.,-,-,-,-,-,-,104948,A Summer Place on Discovery Bay,Jamaica,Edward Puglia,BLUEWAY - Prendergast Real Estate,2003,-,40% non refundable if canceled within 95 days of arrival. 100% non refundable during holidays,15%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,104948,A Summer Place on Discovery Bay,Jamaica,Edward Puglia,BLUEWAY - Prendergast Real Estate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,104950,Emerald Seas,Jamaica,Edward Puglia,BLUEWAY - Prendergast Real Estate,Unnamed road off of A3 Saint Ann Parish Ocho Rios Jamaica JMCAN00,4740,Lifetime: 11 // $20054,Kathleen Moshonas (2/2016),-,All Clear,-,-,-,-,-,-,-,-,-,104950,Emerald Seas,Jamaica,Edward Puglia,BLUEWAY - Prendergast Real Estate,2003,-,40% non refundable if canceled within 95 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,104950,Emerald Seas,Jamaica,Edward Puglia,BLUEWAY - Prendergast Real Estate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,104951,Amanoka on Discovery Bay,Jamaica,Edward Puglia,BLUEWAY - Prendergast Real Estate,Unnamed Road Saint Ann  Discovery Bay Jamaica JMDWD14,4740,Lifetime: 21 // $114397,-,-,All Clear,-,-,-,-,-,-,-,-,-,104951,Amanoka on Discovery Bay,Jamaica,Edward Puglia,BLUEWAY - Prendergast Real Estate,2003,-,40% non refundable if canceled within 95 days of arrival. 100% non refundable during holidays,15%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,104951,Amanoka on Discovery Bay,Jamaica,Edward Puglia,BLUEWAY - Prendergast Real Estate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,104967,Seven Seas on the Beach,Jamaica,Edward Puglia,BLUEWAY - Prendergast Real Estate,"Mammee Beach Road,    Saint Ann Parish Mamee Beay Jamaica JMCAN00",4739,Lifetime: 14 // $31826,Sarah Rose Walder (6/2015),-,All Clear,Green: Good condition - no or minimal issues noticed,25-Oct-15,Welcome Inspection: inspection conducted the day of an arrival couple of hours prior to guest check-in: Everything great as per report.,-,-,-,-,-,-,104967,Seven Seas on the Beach,Jamaica,Edward Puglia,BLUEWAY - Prendergast Real Estate,2003,-,40% non refundable if canceled within 95 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,104967,Seven Seas on the Beach,Jamaica,Edward Puglia,BLUEWAY - Prendergast Real Estate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,104968,Frangipani,Jamaica,Edward Puglia,BLUEWAY - Prendergast Real Estate,Rte 3 Ocho Rios Rios Jamaica 00000,4739,Lifetime: 8 // $12954,Julie Zefrani (11/2015),-,All Clear,-,-,-,-,-,-,-,-,-,104968,Frangipani,Jamaica,Edward Puglia,BLUEWAY - Prendergast Real Estate,2003,-,40% non refundable if canceled within 95 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,104968,Frangipani,Jamaica,Edward Puglia,BLUEWAY - Prendergast Real Estate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105008,Pink Cottage,Barbados,Edward Puglia,Blue Sky Luxury,Highway 1 Heron Bay St. James Porters Barbados BB24033,4732,Lifetime: 2 // $6791,-,-,All Clear,-,-,-,-,-,-,-,-,-,105008,Pink Cottage,Barbados,Edward Puglia,Blue Sky Luxury,2003,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,105008,Pink Cottage,Barbados,Edward Puglia,Blue Sky Luxury,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105010,Reeds House no.14,Barbados,Edward Puglia,AAA (Altman),Highway 1B Reed's Bay St. James Lower Carlton Barbados BB24022,4732,Lifetime: 10 // $23856,Mani Chanmany (3/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,-,Guest survey or other feedback received: ,-,-,-,-,-,-,105010,Reeds House no.14,Barbados,Edward Puglia,AAA (Altman),2003,-,20% non refundable if canceled within 65 days of arrival and 45% non refundable if canceled within 50 days of arrival during high season. 20% non refundable if canceled within 35 days of arrival and 45% non refundable if canceled within 20 days of arrival during low season.,20%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,105010,Reeds House no.14,Barbados,Edward Puglia,AAA (Altman),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105011,Reeds House no.4,Barbados,Edward Puglia,BLUEWAY - Reeds House #4,Highway 1B Reed's Bay St. James Lower Carlton Barbados BB24022,4732,Lifetime: 20 // $32561,Kristy Taylor (4/2016),-,All Clear,NO EYE: Property has never been inspected,-,Guest survey or other feedback received: ,-,-,-,-,-,-,105011,Reeds House no.4,Barbados,Edward Puglia,BLUEWAY - Reeds House #4,2003,-,25% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,23%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,105011,Reeds House no.4,Barbados,Edward Puglia,BLUEWAY - Reeds House #4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105014,Reeds House no.10,Barbados,Edward Puglia,Blue Sky Luxury,Highway 1B Reed's Bay St. James Lower Carlton Barbados BB24022,4732,Lifetime: 28 // $33294,Online Sale (4/2016),-,All Clear,No Eyes: Property has never been inspected,-,Guest survey or other feedback received: ,-,-,-,-,-,-,105014,Reeds House no.10,Barbados,Edward Puglia,Blue Sky Luxury,2003,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,105014,Reeds House no.10,Barbados,Edward Puglia,Blue Sky Luxury,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105016,Reeds House no.9,Barbados,Edward Puglia,AAA (Altman),No address on file,4732,Lifetime: 21 // $32122,Online Sale (11/2015),-,All Clear,-,-,-,-,-,-,-,-,-,105016,Reeds House no.9,Barbados,Edward Puglia,AAA (Altman),2003,-,20% non refundable if canceled within 65 days of arrival and 45% non refundable if canceled within 50 days of arrival during high season. 20% non refundable if canceled within 35 days of arrival and 45% non refundable if canceled within 20 days of arrival during low season.,20%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,105016,Reeds House no.9,Barbados,Edward Puglia,AAA (Altman),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105017,Reeds House no.1,Barbados,Edward Puglia,Blue Sky Luxury,Highway 1B Reed's Bay St. James Lower Carlton Barbados BB24022,4732,Lifetime: 15 // $37213,Mani Chanmany (2/2016),-,All Clear,-,-,-,-,-,-,-,-,-,105017,Reeds House no.1,Barbados,Edward Puglia,Blue Sky Luxury,2003,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,105017,Reeds House no.1,Barbados,Edward Puglia,Blue Sky Luxury,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105019,Senderlea,Barbados,Edward Puglia,Blue Sky Luxury,Highway 1  St. James Durants Barbados BB23001,4732,Lifetime: 51 // $57382,Nicole-Lynn Common (4/2016),-,PROPERTY FOR SALE: As per PMC-property for sale only accepting bookings 6 months out. ETA END: UFN,Green: Good condition - no or minimal issues noticed,18-Mar-16,Welcome Inspection: inspection conducted the day of an arrival couple of hours prior to guest check-in: Property is in good condition,-,-,-,-,-,-,105019,Senderlea,Barbados,Edward Puglia,Blue Sky Luxury,2003,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,105019,Senderlea,Barbados,Edward Puglia,Blue Sky Luxury,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105023,Eden on the Sea at Merlin Bay,Barbados,Edward Puglia,BLUEWAY - West Coast Villas,Barbados The Garden Barbados BB25050,1195,Lifetime: 23 // $40732,Dominic Lachapelle (4/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,-,Guest survey or other feedback received: ,-,-,-,-,-,-,105023,Eden on the Sea at Merlin Bay,Barbados,Edward Puglia,BLUEWAY - West Coast Villas,2003,-,100% non refundable,23%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,105023,Eden on the Sea at Merlin Bay,Barbados,Edward Puglia,BLUEWAY - West Coast Villas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105024,Gingerbread at Merlin Bay,Barbados,Edward Puglia,Blue Sky Luxury,Highway 1B  St. James The Garden Barbados BB24017,4731,Lifetime: 24 // $42598,Laura Consolante (3/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,19-Dec-15,"Welcome Inspection: inspection conducted the day of an arrival couple of hours prior to guest check-in: Inspection report good except only soap is provided in bathrooms. ""Curtains need replacing. PMC will replace before guest arrivals tomorrow""",-,-,-,-,-,-,105024,Gingerbread at Merlin Bay,Barbados,Edward Puglia,Blue Sky Luxury,2003,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,105024,Gingerbread at Merlin Bay,Barbados,Edward Puglia,Blue Sky Luxury,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105025,Harmony House,Barbados,Edward Puglia,Blue Sky Luxury,Highway 1B Gibbs Beach St. Peter Gibbes Barbados BB26010,4731,Lifetime: 6 // $23542,Jay Lunan (8/2015),-,All Clear,-,-,-,-,-,-,-,-,-,105025,Harmony House,Barbados,Edward Puglia,Blue Sky Luxury,2003,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,105025,Harmony House,Barbados,Edward Puglia,Blue Sky Luxury,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105026,Hibiscus at Merlin Bay,Barbados,Edward Puglia,Blue Sky Luxury,No address on file,4731,Lifetime: 23 // $22103,Kirstie Macfarlane (7/2015),-,All Clear,-,-,-,-,-,-,-,-,-,105026,Hibiscus at Merlin Bay,Barbados,Edward Puglia,Blue Sky Luxury,2003,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,105026,Hibiscus at Merlin Bay,Barbados,Edward Puglia,Blue Sky Luxury,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105032,Ocean's Edge at Merlin Bay,Barbados,Edward Puglia,Realtors Luxury Villa Rentals,Highway 1B Merlin Bay St. James The Garden Barbados BB24017,4731,Lifetime: 16 // $34666,Andrew Jamieson (1/2016),-,All Clear,Yellow: Minor villa condition issue(s) that can be controlled/fixed easily,-,Guest survey or other feedback received: ,-,-,-,-,-,-,105032,Ocean's Edge at Merlin Bay,Barbados,Edward Puglia,Realtors Luxury Villa Rentals,2003,-,20% non refundable if canceled within 95 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,105032,Ocean's Edge at Merlin Bay,Barbados,Edward Puglia,Realtors Luxury Villa Rentals,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105034,Ocean View at Merlin Bay,Barbados,Edward Puglia,Blue Sky Luxury,No address on file,4731,Lifetime: 26 // $23097,Mark Fitzpatrick (2/2016),-,QUALITY STANDARDS: Extensive complaints from previous guests. No bookings until advance inspection required. ETA END: UFN,Yellow: Minor villa condition issue(s) that can be controlled/fixed easily,19-Dec-15,Welcome Inspection: inspection conducted the day of an arrival couple of hours prior to guest check-in: Welcome Inspection: Lots of wear and tear in property,-,-,-,-,-,-,105034,Ocean View at Merlin Bay,Barbados,Edward Puglia,Blue Sky Luxury,2003,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,105034,Ocean View at Merlin Bay,Barbados,Edward Puglia,Blue Sky Luxury,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105036,Fustic House,Barbados,Edward Puglia,Blue Sky Luxury,Clinketts Gardens St. Lucy Fustic Village Barbados BB27179,4731,Lifetime: 4 // $48932,-,-,All Clear,-,-,-,-,-,-,-,-,-,105036,Fustic House,Barbados,Edward Puglia,Blue Sky Luxury,2003,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,105036,Fustic House,Barbados,Edward Puglia,Blue Sky Luxury,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105040,The Residence - Estate,Turks and Caicos,Mike Rollins,BLUEWAY - Parrot Cay,Unnamed Road Providenciales Parrot Cay Turks and Caicos Islands TKCA 1ZZ,1305,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,105040,The Residence - Estate,Turks and Caicos,Mike Rollins,BLUEWAY - Parrot Cay,2008,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 140 days prior to arrival during holiday season and 65 days prior to arrival during non holiday season",-,-,-,-,-,-,-,-,-,-,105040,The Residence - Estate,Turks and Caicos,Mike Rollins,BLUEWAY - Parrot Cay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105042,Caprice,Barbados,Edward Puglia,BLUEWAY - Dalmeran Property Management,Highway 1B St. James Weston Barbados BB24019,4731,Lifetime: 13 // $72031,Dominic Lachapelle (9/2015),-,All Clear,-,-,-,-,-,-,-,-,-,105042,Caprice,Barbados,Edward Puglia,BLUEWAY - Dalmeran Property Management,2003,-,30% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,105042,Caprice,Barbados,Edward Puglia,BLUEWAY - Dalmeran Property Management,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105043,Rocky Point,Turks and Caicos,Mike Rollins,BLUEWAY - Parrot Cay,5113 Rocky Point Turks and Caicos Parrot Cay British West Indies TKCA 1ZZ,1305,Lifetime: 2 // $2997,-,-,All Clear,-,-,-,-,-,-,-,-,-,105043,Rocky Point,Turks and Caicos,Mike Rollins,BLUEWAY - Parrot Cay,2008,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 140 days prior to arrival during holiday season and 65 days prior to arrival during non holiday season",-,-,-,-,-,-,-,-,-,-,105043,Rocky Point,Turks and Caicos,Mike Rollins,BLUEWAY - Parrot Cay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105049,Nirvana,Barbados,Edward Puglia,Blue Sky Luxury,Highway 1 St. James Fitts Village Barbados BB24002,4730,Lifetime: 41 // $61916,Mani Chanmany (4/2016),-,All Clear,-,-,-,-,-,-,-,-,-,105049,Nirvana,Barbados,Edward Puglia,Blue Sky Luxury,2003,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,105049,Nirvana,Barbados,Edward Puglia,Blue Sky Luxury,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105051,West We Go,Barbados,Edward Puglia,Blue Sky Luxury,Highway 1 Sandy Lane St. James Holetown Barbados BB24011,4730,Lifetime: 13 // $28502,Lyn Lindsay (1/2016),-,All Clear,No Eyes: Property has never been inspected,-,Guest survey or other feedback received: ,-,-,-,-,-,-,105051,West We Go,Barbados,Edward Puglia,Blue Sky Luxury,2003,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,105051,West We Go,Barbados,Edward Puglia,Blue Sky Luxury,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105052,Bohemia,Barbados,Edward Puglia,Blue Sky Luxury,Cooper Hill Sandy Lane St. James Holetown Barbados BB24011,4730,Lifetime: 12 // $136097,-,-,All Clear,-,-,-,-,-,-,-,-,-,105052,Bohemia,Barbados,Edward Puglia,Blue Sky Luxury,2003,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,105052,Bohemia,Barbados,Edward Puglia,Blue Sky Luxury,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105054,The Dream,Barbados,Edward Puglia,BLUEWAY - West Coast Villas,Highway 1B St. James Porters Barbados BB24033,1147,Lifetime: 10 // $116826,Jay Lunan (2/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,15-Apr-16,Guest survey or other feedback received: Property is in good condition,-,-,-,-,-,-,105054,The Dream,Barbados,Edward Puglia,BLUEWAY - West Coast Villas,2003,-,100% non refundable,23%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,105054,The Dream,Barbados,Edward Puglia,BLUEWAY - West Coast Villas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105055,Whitegates,Barbados,Edward Puglia,BLUEWAY - West Coast Villas,Highway 1B  St. James The Garden Barbados BB24017,4730,Lifetime: 31 // $103670,Lyn Lindsay (2/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,13-Feb-16,Guest survey or other feedback received: No issues reported,-,-,-,-,-,-,105055,Whitegates,Barbados,Edward Puglia,BLUEWAY - West Coast Villas,2003,-,100% non refundable,23%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,105055,Whitegates,Barbados,Edward Puglia,BLUEWAY - West Coast Villas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105056,Belair,Barbados,Edward Puglia,Blue Sky Luxury,Barbados  Mullins Bay  Barbados 00000,470,Lifetime: 3 // $14005,Online Sale (1/2016),-,All Clear,Orange: Impactful issues were noticed at the property that would require labor to be resolved,18-Sep-15,Onboarding Inspection: Inspection conducted to qualify if the property fits the portfolio. This occurs prior to listing: ADVANCE INSPECTION renovations undergoing. painting and deep cleaning,-,-,-,-,-,-,105056,Belair,Barbados,Edward Puglia,Blue Sky Luxury,2003,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,105056,Belair,Barbados,Edward Puglia,Blue Sky Luxury,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105058,Nelson Gay,Barbados,Edward Puglia,BLUEWAY - West Coast Villas,Highway 1B St. Peter Speightstown Barbados BB26013,4730,Lifetime: 24 // $197712,Emma Guezen (11/2015),-,All Clear,Green: Good condition - no or minimal issues noticed,-,Guest survey or other feedback received: ,-,-,-,-,-,-,105058,Nelson Gay,Barbados,Edward Puglia,BLUEWAY - West Coast Villas,2003,-,100% non refundable,23%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,105058,Nelson Gay,Barbados,Edward Puglia,BLUEWAY - West Coast Villas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,105060,Crystal Springs,Barbados,Edward Puglia,Blue Sky Luxury,Barbados The Garden Barbados BB25050,365,Lifetime: 17 // $279000,Wade Manricks (4/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,07-Mar-16,Welcome Inspection: inspection conducted the day of an arrival couple of hours prior to guest check-in: Property in good condition,-,-,-,-,-,-,105060,Crystal Springs,Barbados,Edward Puglia,Blue Sky Luxury,2003,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,105060,Crystal Springs,Barbados,Edward Puglia,Blue Sky Luxury,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
